time,opt
8.90988802909851,None
15.285879135131836,None
20.40820813179016,None
25.7913920879364,None
32.14660120010376,None
37.68668007850647,None
42.852920055389404,None
49.369569063186646,None
55.14406704902649,None
65.09070301055908,-0.24098834583194884
71.61448001861572,-0.24098834583194884
79.73331117630005,-0.24098834583194884
85.98928713798523,-0.24174704495083776
91.95783114433289,-0.2535094521847253
98.49048113822937,-0.2541730909247253
104.50084018707275,-0.2543642611647252
111.14752507209778,-0.2546348094175824
116.72356605529785,-0.2553775118580952
122.21468615531921,-0.2553775118580952
128.64562702178955,-0.2555089413980952
134.3977391719818,-0.2555089413980952
141.42589616775513,-0.2555089413980952
171.28691005706787,-0.2555089413980952
176.69054508209229,-0.2562521010236508
181.95689415931702,-0.2565079938942568
187.56794619560242,-0.25652511187711396
194.23749899864197,-0.25658485257711394
200.55852818489075,-0.25658485257711394
208.00837922096252,-0.37153043964
215.39799618721008,-0.37153043964
224.28429102897644,-0.37153043964
232.81751012802124,-0.37153043964
237.88598322868347,-0.37153043964
243.0499951839447,-0.37153043964
248.1114981174469,-0.37153043964
253.8088080883026,-0.37199251973666664
259.7638339996338,-0.37199251973666664
264.9228880405426,-0.37199251973666664
271.2327690124512,-0.37205226043666667
277.4728081226349,-0.37205226043666667
282.63616609573364,-0.37205226043666667
289.3256390094757,-0.37205226043666667
296.54256319999695,-0.37205226043666667
303.43348002433777,-0.37205226043666667
310.15018105506897,-0.37205226043666667
317.8112680912018,-0.37205226043666667
325.6440131664276,-0.37205226043666667
333.53460121154785,-0.37205226043666667
341.6541941165924,-0.37205226043666667
350.2468590736389,-0.37205226043666667
359.00590801239014,-0.37205226043666667
381.9460520744324,-0.37205226043666667
391.5812840461731,-0.37205226043666667
403.5458722114563,-0.37205226043666667
410.90837812423706,-0.37205226043666667
426.5456540584564,-0.37205226043666667
432.55362606048584,-0.37205226043666667
454.14720916748047,-0.37205226043666667
465.60275506973267,-0.37205226043666667
544.7264490127563,-0.37205226043666667
596.0339670181274,-0.37205226043666667
674.833493232727,-0.37205226043666667
761.1247670650482,-0.37205226043666667
880.9547920227051,-0.37205226043666667
959.0782191753387,-0.37205226043666667
1103.6873471736908,-0.37205226043666667
1267.6984300613403,-0.37205226043666667
1500.263209104538,-0.37205226043666667
